defect_id,reported_at,reported_by_source,module,severity,status,asset_id,location_id,short_description
BUG000494,2025-12-05 07:54:36,Integration,Mobile Sync,Low,Open,AST000176,,Barcode scan fails intermittently
BUG000495,2025-08-07 23:27:37,Field Mobile,Work Orders,Medium,Open,AST001170,,Sync conflict on offline mode
BUG000496,2025-01-19 07:24:52,Data Quality,Inventory,Medium,Resolved,AST000848,,Duplicate records in export
BUG000497,2024-04-07 02:45:06,Permissions,Assets,Low,Resolved,,LOC0018,Duplicate records in export
BUG000498,2024-10-15 19:17:38,Internal User,Mobile Sync,High,Resolved,,,Barcode scan fails intermittently
BUG000499,2024-09-15 08:29:44,Field Mobile,Reporting,Medium,In Review,AST000200,,WO status not updating
BUG000500,2025-11-04 20:32:26,Integration,Inventory,Medium,Resolved,AST001005,LOC0020,WO status not updating
BUG000501,2025-11-03 20:54:51,Permissions,Inventory,Low,Resolved,AST001095,,Duplicate records in export
BUG000502,2025-05-27 09:25:23,Field Mobile,Assets,Medium,In Review,,,Barcode scan fails intermittently
BUG000503,2024-02-05 11:05:14,Internal User,Assets,High,Resolved,AST000740,,Login timeout / session issue
BUG000504,2025-06-06 17:21:47,Field Mobile,Mobile Sync,High,Open,AST000725,LOC0020,Login timeout / session issue
BUG000505,2025-04-03 09:02:56,Field Mobile,Work Orders,Low,Resolved,,,Asset hierarchy missing
BUG000506,2024-07-02 00:14:52,Permissions,Mobile Sync,Medium,Resolved,AST000114,,Sync conflict on offline mode
BUG000507,2025-08-29 10:26:57,Integration,Inventory,Medium,Open,,,Incorrect priority mapping
BUG000508,2024-11-19 20:36:46,Field Mobile,Assets,Low,Resolved,AST000416,,Mobile form validation error
BUG000509,2025-12-19 02:39:32,Field Mobile,Work Orders,Medium,Open,AST000737,,Report filter returns empty
BUG000510,2024-05-14 17:39:08,Field Mobile,Reporting,Medium,Resolved,AST000616,,Mobile form validation error
BUG000511,2025-11-27 08:20:35,Internal User,Mobile Sync,High,In Review,,,Barcode scan fails intermittently
BUG000512,2024-11-29 06:36:33,Field Mobile,Reporting,Low,Open,,,Login timeout / session issue
BUG000513,2024-07-31 01:52:48,Field Mobile,Mobile Sync,Medium,In Review,AST000806,,Barcode scan fails intermittently
BUG000514,2024-01-31 23:57:45,Field Mobile,Reporting,Low,Open,,,Login timeout / session issue
BUG000515,2025-11-03 23:55:45,Data Quality,Mobile Sync,High,Resolved,,LOC0017,Asset hierarchy missing
BUG000516,2024-10-01 13:17:49,Internal User,Mobile Sync,High,Open,AST000336,,Asset hierarchy missing
BUG000517,2025-03-12 11:35:10,Field Mobile,Mobile Sync,Medium,Resolved,,LOC0010,Report filter returns empty
BUG000518,2025-01-07 06:50:58,Internal User,User Access,High,In Review,,LOC0016,Sync conflict on offline mode
BUG000519,2025-05-14 00:08:35,Internal User,Mobile Sync,Low,Resolved,AST000753,,Incorrect priority mapping
BUG000520,2024-02-13 05:48:36,Field Mobile,Mobile Sync,High,Resolved,,,Date parsing issue during import
BUG000521,2025-02-28 01:57:13,Internal User,Assets,Low,Resolved,AST001137,,Mobile form validation error
BUG000522,2024-07-04 05:44:17,Field Mobile,Work Orders,Medium,Resolved,AST000875,,Incorrect priority mapping
BUG000523,2025-10-17 03:57:04,Internal User,Assets,High,In Review,AST000938,LOC0001,WO status not updating
BUG000524,2024-12-27 02:16:17,Integration,Work Orders,Medium,Resolved,,,Report filter returns empty
BUG000525,2025-05-26 20:56:41,Permissions,Work Orders,High,Open,AST001003,,Mobile form validation error
BUG000526,2024-03-05 08:44:18,Data Quality,Reporting,Low,In Review,AST000859,,Barcode scan fails intermittently
BUG000527,2024-04-20 12:49:44,Field Mobile,Mobile Sync,Low,Open,AST000999,,Mobile form validation error
BUG000528,2025-04-19 22:13:50,Field Mobile,Inventory,High,Open,,,Barcode scan fails intermittently
BUG000529,2024-02-05 22:03:31,Data Quality,Work Orders,Low,Resolved,AST001161,LOC0021,WO status not updating
BUG000530,2024-03-14 01:32:06,Field Mobile,Work Orders,Low,Open,AST000064,,Report filter returns empty
BUG000531,2025-06-28 18:47:31,Internal User,User Access,High,Resolved,AST000365,LOC0004,Date parsing issue during import
BUG000532,2025-06-04 20:15:22,Field Mobile,Assets,High,Resolved,AST000440,,WO status not updating
BUG000533,2025-06-13 22:30:58,Internal User,Reporting,Medium,Resolved,AST000720,,Login timeout / session issue
BUG000534,2024-01-10 23:35:42,Field Mobile,Inventory,High,Resolved,,,Mobile form validation error
BUG000535,2025-06-06 00:12:15,Data Quality,Assets,Low,Resolved,AST000376,,Incorrect priority mapping
BUG000536,2024-06-17 20:20:13,Data Quality,Assets,Low,Resolved,AST000126,,Incorrect priority mapping
BUG000537,2025-06-19 00:23:31,Permissions,Work Orders,High,Resolved,,,Sync conflict on offline mode
BUG000538,2024-08-21 20:40:17,Internal User,Assets,Critical,Won't Fix,AST000148,,Report filter returns empty
BUG000539,2025-05-28 02:38:17,Field Mobile,Work Orders,Low,Resolved,,LOC0011,Asset hierarchy missing
BUG000540,2024-02-29 04:03:13,Field Mobile,Mobile Sync,Low,Resolved,AST000898,,Date parsing issue during import
BUG000541,2024-05-01 06:08:51,Field Mobile,User Access,Low,Resolved,AST000559,,Date parsing issue during import
BUG000542,2024-04-14 14:17:41,Integration,Mobile Sync,High,Open,,,Duplicate records in export
BUG000543,2025-09-14 21:22:06,Field Mobile,Work Orders,Medium,In Review,AST000661,,Barcode scan fails intermittently
BUG000544,2024-09-08 12:29:37,Internal User,Reporting,Medium,Resolved,AST000128,,Login timeout / session issue
BUG000545,2024-12-10 10:18:02,Field Mobile,Assets,Low,In Review,AST000250,,Report filter returns empty
BUG000546,2024-11-20 01:46:39,Permissions,Reporting,Medium,Resolved,AST000136,,WO status not updating
BUG000547,2024-07-11 21:09:55,Integration,Assets,High,Open,AST000080,LOC0001,Login timeout / session issue
BUG000548,2025-01-24 22:55:03,Field Mobile,Assets,Low,Resolved,AST000545,,Sync conflict on offline mode
BUG000549,2024-02-16 01:21:40,Field Mobile,Work Orders,Low,Resolved,AST000779,,Asset hierarchy missing
BUG000550,2025-10-22 16:15:54,Permissions,Work Orders,Low,Resolved,AST000551,,WO status not updating
BUG000551,2025-11-23 02:53:14,Integration,Work Orders,Low,Open,,,Sync conflict on offline mode
BUG000552,2025-02-09 13:43:04,Internal User,Reporting,High,Resolved,AST000868,LOC0010,Asset hierarchy missing
BUG000553,2024-12-08 02:21:50,Field Mobile,Work Orders,Medium,In Review,AST000468,,Date parsing issue during import
BUG000554,2025-04-22 12:39:36,Field Mobile,Reporting,Medium,Resolved,,,Incorrect priority mapping
BUG000555,2024-04-01 19:20:33,Field Mobile,Assets,Medium,Resolved,AST000985,,WO status not updating
BUG000556,2025-07-11 07:38:28,Field Mobile,Work Orders,Low,In Review,AST000390,,Report filter returns empty
BUG000557,2024-07-17 20:42:15,Field Mobile,Inventory,Low,Resolved,AST000535,,Sync conflict on offline mode
BUG000558,2025-04-06 04:33:03,Permissions,User Access,Low,Open,,,WO status not updating
BUG000559,2024-01-06 22:26:54,Field Mobile,Inventory,Medium,In Review,AST000166,,Barcode scan fails intermittently
BUG000560,2025-08-28 16:25:37,Field Mobile,Reporting,High,Resolved,AST000153,LOC0008,WO status not updating
BUG000561,2024-07-06 00:05:29,Internal User,Assets,Medium,Open,AST000156,,Sync conflict on offline mode
BUG000562,2025-06-05 03:56:22,Internal User,Assets,Low,Open,AST000649,LOC0009,WO status not updating
BUG000563,2025-10-11 02:11:57,Field Mobile,Mobile Sync,Low,Resolved,AST000356,,Mobile form validation error
BUG000564,2025-10-13 14:11:51,Field Mobile,Assets,Medium,Resolved,,,Date parsing issue during import
BUG000565,2024-12-28 10:21:41,Internal User,Reporting,Medium,Resolved,AST000008,,Duplicate records in export
BUG000566,2025-07-07 02:28:08,Field Mobile,Reporting,High,Open,AST001050,,WO status not updating
BUG000567,2024-02-20 22:46:21,Permissions,Assets,Medium,Resolved,,,Sync conflict on offline mode
BUG000568,2024-01-05 05:39:48,Internal User,Assets,Low,Resolved,AST000569,LOC0001,Sync conflict on offline mode
BUG000569,2025-12-17 23:05:22,Field Mobile,Work Orders,Low,Resolved,AST000306,,Duplicate records in export
BUG000570,2024-05-12 12:44:55,Field Mobile,Work Orders,Low,In Review,AST000889,LOC0009,Asset hierarchy missing
BUG000571,2024-08-24 14:49:26,Permissions,Work Orders,High,Resolved,AST000109,,Barcode scan fails intermittently
BUG000572,2025-09-05 12:50:46,Integration,User Access,High,Resolved,AST000406,,Duplicate records in export
BUG000573,2024-12-19 10:19:32,Field Mobile,Work Orders,High,Open,AST000599,,Incorrect priority mapping
BUG000574,2025-09-15 16:37:50,Integration,Work Orders,Low,Open,AST000046,,Date parsing issue during import
BUG000575,2024-07-05 03:21:15,Internal User,User Access,Low,Resolved,,,Date parsing issue during import
BUG000576,2024-12-19 04:23:10,Field Mobile,Mobile Sync,Medium,In Review,AST000689,LOC0004,Asset hierarchy missing
BUG000577,2025-04-07 06:27:31,Field Mobile,Work Orders,High,Resolved,AST000296,LOC0025,Report filter returns empty
BUG000578,2024-06-21 16:48:20,Internal User,Assets,Low,In Review,,,Duplicate records in export
BUG000579,2025-08-20 04:29:23,Data Quality,Reporting,Low,Resolved,AST000054,,Sync conflict on offline mode
BUG000580,2024-05-09 15:28:33,Field Mobile,Work Orders,Low,Resolved,,,Sync conflict on offline mode
BUG000581,2024-12-21 05:25:57,Field Mobile,Reporting,Low,Resolved,AST000182,,Incorrect priority mapping
BUG000582,2025-11-07 04:31:42,Field Mobile,Work Orders,High,Open,AST001117,LOC0006,Report filter returns empty
BUG000583,2025-11-07 09:07:25,Field Mobile,Reporting,High,Resolved,AST000311,,Date parsing issue during import
BUG000584,2025-04-18 21:42:08,Permissions,Reporting,High,Resolved,AST000546,,Report filter returns empty
BUG000585,2025-10-05 19:24:05,Field Mobile,Work Orders,Low,Open,AST001193,,Login timeout / session issue
BUG000586,2025-08-02 16:09:02,Field Mobile,Work Orders,Medium,Resolved,AST000980,LOC0017,WO status not updating
BUG000587,2025-09-17 03:50:38,Data Quality,Reporting,Low,Open,AST001175,,Sync conflict on offline mode
BUG000588,2025-05-29 13:45:42,Integration,Inventory,High,Resolved,,,Login timeout / session issue
BUG000589,2025-12-29 04:27:46,Field Mobile,Reporting,Medium,Open,AST001059,,Asset hierarchy missing
BUG000590,2024-03-12 22:29:54,Field Mobile,Reporting,Medium,Resolved,AST000340,LOC0002,WO status not updating
BUG000591,2025-08-17 08:49:54,Field Mobile,User Access,Low,Resolved,,,Barcode scan fails intermittently
BUG000592,2024-04-14 11:57:23,Field Mobile,Assets,High,Resolved,AST000747,,Date parsing issue during import
BUG000593,2024-08-05 07:10:14,Internal User,Reporting,High,In Review,AST000198,,Date parsing issue during import
BUG000594,2025-09-18 05:56:48,Permissions,Assets,Low,Resolved,AST000645,,Report filter returns empty
BUG000595,2025-11-24 17:20:07,Internal User,Work Orders,Low,Open,,,Asset hierarchy missing
BUG000596,2025-03-22 15:37:55,Data Quality,Reporting,Low,Open,AST000598,,Mobile form validation error
BUG000597,2024-07-05 18:58:08,Field Mobile,Reporting,High,In Review,AST000315,LOC0011,Sync conflict on offline mode
BUG000598,2024-03-03 19:49:56,Internal User,Reporting,Medium,Resolved,AST000609,LOC0025,WO status not updating
BUG000599,2024-07-14 21:30:28,Field Mobile,User Access,Medium,Won't Fix,AST000498,LOC0015,WO status not updating
BUG000600,2025-03-10 19:19:38,Internal User,Mobile Sync,Medium,In Review,AST000529,,WO status not updating
BUG000601,2024-12-30 16:10:38,Integration,Reporting,Low,Open,,,Date parsing issue during import
BUG000602,2024-04-18 13:17:48,Field Mobile,Assets,Medium,In Review,AST000309,,Duplicate records in export
BUG000603,2024-10-27 00:52:10,Data Quality,Work Orders,High,Resolved,,,Login timeout / session issue
BUG000604,2025-12-08 15:53:45,Internal User,User Access,Low,Resolved,AST001022,,Incorrect priority mapping
BUG000605,2025-05-21 11:57:23,Data Quality,User Access,High,Resolved,,,Asset hierarchy missing
BUG000606,2025-04-24 11:51:48,Field Mobile,Assets,Low,Open,AST000587,,WO status not updating
BUG000607,2025-09-06 21:49:57,Field Mobile,Mobile Sync,Critical,Resolved,,,Date parsing issue during import
BUG000608,2024-08-27 22:34:16,Field Mobile,Mobile Sync,Low,Open,,,Sync conflict on offline mode
BUG000609,2025-05-15 23:35:25,Field Mobile,Work Orders,Low,Resolved,AST000659,,WO status not updating
BUG000610,2024-08-16 15:15:03,Data Quality,Work Orders,High,Open,,,Incorrect priority mapping
BUG000611,2024-02-22 07:18:37,Field Mobile,Work Orders,High,Resolved,AST000299,,Asset hierarchy missing
BUG000612,2025-10-14 20:34:23,Internal User,Reporting,Critical,Resolved,,,WO status not updating
BUG000613,2024-07-10 19:20:29,Internal User,Work Orders,Medium,Resolved,AST000456,,Report filter returns empty
BUG000614,2025-05-16 02:44:52,Permissions,Work Orders,Low,Open,AST001185,,Report filter returns empty
BUG000615,2025-11-13 19:07:33,Field Mobile,Inventory,High,In Review,AST000426,,Sync conflict on offline mode
BUG000616,2025-03-14 12:33:01,Field Mobile,Work Orders,Critical,In Review,AST000195,LOC0006,Asset hierarchy missing
BUG000617,2024-05-30 05:54:21,Data Quality,Mobile Sync,Low,Open,AST000977,,Asset hierarchy missing
BUG000618,2024-10-30 10:44:29,Field Mobile,User Access,High,Resolved,,,WO status not updating
BUG000619,2024-05-20 03:20:02,Field Mobile,Work Orders,Medium,In Review,AST001049,,WO status not updating
BUG000620,2025-02-13 13:54:21,Integration,Work Orders,Critical,Resolved,AST000710,,Barcode scan fails intermittently
BUG000621,2024-07-26 14:09:02,Field Mobile,Work Orders,High,Resolved,AST000536,,Date parsing issue during import
BUG000622,2025-11-12 18:26:06,Field Mobile,Assets,High,Won't Fix,,,Barcode scan fails intermittently
BUG000623,2024-05-19 23:49:14,Data Quality,Work Orders,High,In Review,AST000806,,Mobile form validation error
BUG000624,2025-10-15 06:01:50,Field Mobile,Reporting,Medium,Resolved,AST000180,,Barcode scan fails intermittently
BUG000625,2024-04-30 09:35:32,Field Mobile,Work Orders,Low,Open,AST000519,,Mobile form validation error
BUG000626,2024-05-22 19:31:30,Permissions,Assets,Low,Open,AST000670,LOC0018,Barcode scan fails intermittently
BUG000627,2024-10-30 12:41:40,Data Quality,Work Orders,Critical,In Review,AST001136,,Mobile form validation error
BUG000628,2024-11-18 17:39:15,Integration,Assets,Low,Open,AST001165,LOC0012,Incorrect priority mapping
BUG000629,2025-12-13 12:09:45,Internal User,Reporting,Medium,Resolved,AST000111,,Report filter returns empty
BUG000630,2024-12-16 00:31:47,Field Mobile,Assets,High,Resolved,AST000017,,Asset hierarchy missing
BUG000631,2024-08-14 06:09:47,Field Mobile,Assets,High,Open,AST000316,,Report filter returns empty
BUG000632,2025-05-31 01:42:17,Field Mobile,Reporting,Medium,Open,AST000670,LOC0023,Mobile form validation error
BUG000633,2025-02-05 09:54:32,Field Mobile,Mobile Sync,High,In Review,AST000600,,Barcode scan fails intermittently
BUG000634,2024-01-19 12:00:39,Integration,Work Orders,High,Open,AST000936,,Asset hierarchy missing
BUG000635,2024-06-20 00:40:39,Permissions,Inventory,High,Open,,LOC0002,Asset hierarchy missing
BUG000636,2024-07-22 09:41:02,Field Mobile,Reporting,Low,Resolved,AST000501,LOC0021,Barcode scan fails intermittently
BUG000637,2025-01-28 16:59:51,Field Mobile,Work Orders,High,Resolved,,,Asset hierarchy missing
BUG000638,2024-08-29 12:35:56,Internal User,Reporting,Medium,Resolved,,,Duplicate records in export
BUG000639,2024-06-16 14:54:50,Field Mobile,Assets,Low,Resolved,,,Report filter returns empty
BUG000640,2024-02-19 21:20:28,Integration,Assets,Low,Open,AST000895,,Mobile form validation error
BUG000641,2025-02-08 02:35:20,Internal User,Assets,Low,In Review,,,Login timeout / session issue
BUG000642,2025-03-17 10:34:17,Permissions,Reporting,Low,Resolved,,,Login timeout / session issue
BUG000643,2025-06-29 12:54:24,Integration,Work Orders,Medium,Open,AST000213,LOC0017,WO status not updating
BUG000644,2024-09-17 21:41:40,Internal User,Work Orders,Medium,In Review,AST000522,,Sync conflict on offline mode
BUG000645,2025-03-10 13:00:41,Field Mobile,Inventory,Medium,Open,AST000500,,Asset hierarchy missing
BUG000646,2025-12-17 19:41:30,Integration,Work Orders,Medium,Resolved,AST000965,,Incorrect priority mapping
BUG000647,2025-09-22 22:36:40,Internal User,Inventory,High,Won't Fix,AST001097,,Login timeout / session issue
BUG000648,2024-12-21 07:30:16,Field Mobile,Work Orders,Low,Resolved,AST001124,,Mobile form validation error
BUG000649,2024-07-07 05:57:06,Field Mobile,Mobile Sync,Medium,Resolved,AST000043,,Sync conflict on offline mode
BUG000650,2024-11-15 07:33:39,Internal User,User Access,High,Resolved,AST001195,,Login timeout / session issue
BUG000651,2025-08-21 17:14:49,Integration,Assets,High,Resolved,AST000063,,Asset hierarchy missing
BUG000652,2025-05-18 17:16:00,Integration,Mobile Sync,Medium,Resolved,,LOC0023,Date parsing issue during import
BUG000653,2025-10-08 03:46:54,Data Quality,Work Orders,High,Won't Fix,AST001002,LOC0012,Report filter returns empty
BUG000654,2025-09-08 21:14:16,Field Mobile,Reporting,Low,Open,AST000997,,WO status not updating
BUG000655,2025-01-29 02:17:24,Internal User,Reporting,Medium,Resolved,AST001132,,Date parsing issue during import
BUG000656,2025-08-27 08:12:02,Data Quality,Inventory,High,Resolved,,,Asset hierarchy missing
BUG000657,2024-11-15 20:48:57,Data Quality,Reporting,High,Resolved,AST000246,,Sync conflict on offline mode
BUG000658,2025-06-08 08:40:58,Integration,Assets,Low,In Review,AST000492,,Report filter returns empty
BUG000659,2025-08-22 07:43:14,Permissions,Reporting,Low,Open,AST000774,,Sync conflict on offline mode
BUG000660,2024-02-24 12:08:48,Data Quality,Reporting,Medium,Resolved,AST000914,,Barcode scan fails intermittently
BUG000661,2024-11-11 01:27:05,Field Mobile,Inventory,Medium,Resolved,,LOC0015,Report filter returns empty
BUG000662,2024-05-23 06:33:06,Integration,Mobile Sync,Low,Resolved,,,Incorrect priority mapping
BUG000663,2024-11-25 13:02:15,Field Mobile,User Access,Low,In Review,,LOC0022,Date parsing issue during import
BUG000664,2025-11-27 14:49:59,Internal User,User Access,Low,Open,AST001042,,Duplicate records in export
BUG000665,2024-09-23 11:10:08,Field Mobile,Mobile Sync,Medium,Resolved,,,Duplicate records in export
BUG000666,2025-03-30 03:25:29,Internal User,Assets,Medium,Resolved,AST001018,,Mobile form validation error
BUG000667,2025-07-16 07:56:44,Internal User,Work Orders,Low,Open,,,Report filter returns empty
BUG000668,2025-07-10 09:26:19,Permissions,User Access,High,Resolved,AST000968,,Barcode scan fails intermittently
BUG000669,2024-02-19 00:12:44,Field Mobile,Reporting,Low,Open,,,Duplicate records in export
BUG000670,2024-09-23 11:48:12,Internal User,Work Orders,Low,Resolved,,,Barcode scan fails intermittently
BUG000671,2024-02-11 09:17:13,Data Quality,Assets,Low,Resolved,AST000039,,WO status not updating
BUG000672,2024-05-03 11:47:40,Data Quality,Assets,Low,Resolved,AST000386,,Duplicate records in export
BUG000673,2024-08-01 01:39:27,Field Mobile,Assets,Medium,Resolved,AST000917,,Incorrect priority mapping
BUG000674,2024-07-28 18:10:35,Field Mobile,Mobile Sync,Low,Resolved,AST001072,LOC0015,WO status not updating
BUG000675,2024-01-19 11:34:20,Field Mobile,Inventory,Low,Resolved,,LOC0015,Asset hierarchy missing
BUG000676,2024-11-20 09:00:51,Data Quality,Work Orders,Medium,In Review,AST000064,LOC0008,Mobile form validation error
BUG000677,2024-05-06 20:10:10,Field Mobile,Assets,Medium,In Review,,LOC0025,Barcode scan fails intermittently
BUG000678,2025-09-02 08:51:07,Integration,User Access,Medium,Resolved,AST000305,,Date parsing issue during import
BUG000679,2024-10-12 17:25:53,Field Mobile,Mobile Sync,Low,Resolved,AST000060,,Asset hierarchy missing
BUG000680,2024-11-03 03:07:52,Field Mobile,Reporting,Low,In Review,AST000222,,Mobile form validation error
BUG000681,2024-03-22 10:13:13,Field Mobile,Work Orders,High,Resolved,AST000178,,Date parsing issue during import
BUG000682,2024-04-03 21:48:46,Data Quality,Reporting,Critical,Resolved,AST001045,,Duplicate records in export
BUG000683,2025-08-14 13:08:30,Field Mobile,Reporting,Medium,Resolved,AST000631,,Mobile form validation error
BUG000684,2024-12-17 07:42:00,Integration,Mobile Sync,Low,Resolved,AST000707,,Barcode scan fails intermittently
BUG000685,2025-12-30 06:38:09,Field Mobile,Mobile Sync,Low,Resolved,AST001157,,Barcode scan fails intermittently
BUG000686,2025-03-15 16:27:07,Integration,Reporting,Low,Resolved,AST000145,,Login timeout / session issue
BUG000687,2024-05-05 16:35:28,Data Quality,Assets,Critical,Open,AST001043,,Report filter returns empty
BUG000688,2025-11-03 08:56:01,Data Quality,Work Orders,High,Resolved,AST000630,,Report filter returns empty
BUG000689,2025-04-29 08:36:10,Internal User,Mobile Sync,Medium,Resolved,AST000152,LOC0017,Barcode scan fails intermittently
BUG000690,2024-07-19 17:01:13,Field Mobile,Work Orders,Low,Resolved,AST000700,,Mobile form validation error
BUG000691,2025-07-15 16:40:47,Field Mobile,Mobile Sync,Low,Open,AST000632,,Duplicate records in export
BUG000692,2024-07-27 06:23:39,Internal User,Reporting,Low,Resolved,AST001191,,Report filter returns empty
BUG000693,2025-01-23 15:14:47,Field Mobile,Reporting,Medium,Resolved,AST000486,,Incorrect priority mapping
BUG000694,2025-01-08 11:41:57,Permissions,Inventory,High,Open,,LOC0007,Duplicate records in export
BUG000695,2025-08-09 14:44:42,Data Quality,Reporting,Medium,Resolved,AST000204,,Duplicate records in export
BUG000696,2025-01-31 15:12:47,Field Mobile,Reporting,Medium,Open,AST000534,,Sync conflict on offline mode
BUG000697,2025-01-10 21:59:10,Field Mobile,Work Orders,High,In Review,AST001170,LOC0022,Barcode scan fails intermittently
BUG000698,2025-09-04 13:07:46,Data Quality,Reporting,Low,In Review,AST001120,,Date parsing issue during import
BUG000699,2025-03-02 00:03:04,Field Mobile,Assets,Critical,In Review,,,Report filter returns empty
BUG000700,2025-04-25 22:16:05,Integration,Reporting,Medium,Resolved,AST000480,,Mobile form validation error
BUG000701,2024-03-27 18:08:09,Field Mobile,Work Orders,High,Open,AST000054,,Asset hierarchy missing
BUG000702,2025-06-17 19:33:40,Internal User,User Access,Low,In Review,AST000349,LOC0014,Mobile form validation error
BUG000703,2025-04-08 16:09:09,Internal User,Work Orders,Low,Open,AST000315,LOC0013,Incorrect priority mapping
BUG000704,2024-01-09 11:55:51,Data Quality,Reporting,Low,Resolved,,,WO status not updating
BUG000705,2024-04-08 15:14:40,Integration,Assets,Low,Resolved,AST000941,,Sync conflict on offline mode
BUG000706,2025-12-18 13:48:55,Field Mobile,Work Orders,Critical,Resolved,AST000694,,Duplicate records in export
BUG000707,2024-10-18 19:30:02,Field Mobile,Assets,Medium,Open,AST000354,,Duplicate records in export
BUG000708,2025-08-07 04:04:17,Internal User,Assets,Medium,Resolved,AST000722,,Date parsing issue during import
BUG000709,2024-01-12 05:26:25,Field Mobile,Work Orders,Medium,Open,AST000535,,Login timeout / session issue
BUG000710,2025-10-20 17:07:13,Internal User,Mobile Sync,High,Won't Fix,AST000593,,WO status not updating
BUG000711,2024-11-22 12:44:34,Integration,User Access,Medium,Open,AST000792,,Mobile form validation error
BUG000712,2024-06-24 22:42:33,Field Mobile,Work Orders,Medium,Resolved,AST000979,LOC0018,Mobile form validation error
BUG000713,2025-01-08 18:47:59,Field Mobile,Reporting,Low,Open,AST000048,,Asset hierarchy missing
BUG000714,2025-01-13 22:39:29,Integration,Work Orders,High,Resolved,AST001057,,Date parsing issue during import
BUG000715,2025-03-29 09:54:24,Field Mobile,Mobile Sync,High,In Review,,,Incorrect priority mapping
BUG000716,2024-10-03 10:01:29,Field Mobile,Mobile Sync,Low,In Review,AST001031,LOC0002,Report filter returns empty
BUG000717,2025-09-20 10:06:57,Field Mobile,Work Orders,Medium,Open,,,Date parsing issue during import
BUG000718,2025-01-02 06:36:52,Field Mobile,Work Orders,Medium,Open,,,Date parsing issue during import
BUG000719,2025-03-14 19:20:02,Field Mobile,Work Orders,Low,Open,AST000433,,Sync conflict on offline mode
BUG000720,2024-02-07 00:17:52,Field Mobile,Mobile Sync,High,Open,AST000200,,Report filter returns empty
BUG000721,2025-02-15 15:41:52,Data Quality,Inventory,Low,Resolved,AST000626,,WO status not updating
BUG000722,2025-09-24 17:08:20,Integration,Assets,High,Resolved,AST000888,,Report filter returns empty
BUG000723,2024-12-02 15:17:08,Field Mobile,Mobile Sync,Medium,Resolved,AST000277,,Barcode scan fails intermittently
BUG000724,2024-05-18 12:47:23,Internal User,Mobile Sync,Medium,Open,,,WO status not updating
BUG000725,2024-12-02 05:08:39,Field Mobile,Work Orders,Low,Open,AST000179,,Report filter returns empty
BUG000726,2024-03-01 21:26:20,Integration,Assets,Medium,Open,AST000140,LOC0023,Barcode scan fails intermittently
BUG000727,2025-09-27 21:25:30,Data Quality,Reporting,Critical,Resolved,AST000813,,Duplicate records in export
BUG000728,2025-11-28 16:43:17,Permissions,Inventory,Low,Open,,,Asset hierarchy missing
BUG000729,2024-03-29 07:07:13,Field Mobile,Work Orders,High,In Review,,,Report filter returns empty
BUG000730,2025-02-16 05:04:02,Data Quality,Assets,Medium,Resolved,AST000666,LOC0018,Incorrect priority mapping
BUG000731,2024-09-07 20:32:33,Data Quality,Assets,High,Open,AST001120,,Login timeout / session issue
BUG000732,2024-12-05 21:09:29,Internal User,User Access,High,Resolved,AST000721,,Date parsing issue during import
BUG000733,2025-01-08 13:43:51,Internal User,Mobile Sync,High,Open,,,Asset hierarchy missing
BUG000734,2025-12-04 05:03:06,Field Mobile,Reporting,Medium,Resolved,AST000813,,Incorrect priority mapping
BUG000735,2025-03-24 04:18:00,Field Mobile,Work Orders,Medium,Resolved,AST000927,,Asset hierarchy missing
BUG000736,2024-10-18 04:57:12,Data Quality,Reporting,High,In Review,,LOC0007,Incorrect priority mapping
BUG000737,2024-12-14 12:24:40,Internal User,Work Orders,Low,In Review,,,WO status not updating
BUG000738,2025-11-25 08:50:22,Internal User,Inventory,High,Resolved,AST001190,,Asset hierarchy missing
BUG000739,2025-06-05 04:08:03,Field Mobile,Reporting,Low,In Review,AST000862,,Report filter returns empty
BUG000740,2025-05-14 04:31:14,Internal User,User Access,Critical,In Review,AST000360,,Mobile form validation error
BUG000741,2025-12-22 05:07:13,Permissions,Work Orders,Low,Open,AST000245,,Asset hierarchy missing
BUG000742,2025-08-11 09:53:33,Field Mobile,Inventory,Medium,Open,AST000455,,Report filter returns empty
BUG000743,2025-09-13 06:06:38,Field Mobile,Work Orders,High,Resolved,,,Sync conflict on offline mode
BUG000744,2024-03-05 17:22:25,Field Mobile,Reporting,Low,Resolved,AST000213,,Mobile form validation error
BUG000745,2025-09-30 16:43:28,Data Quality,Reporting,High,Resolved,AST000867,,Duplicate records in export
BUG000746,2024-11-07 02:03:36,Internal User,User Access,High,Resolved,AST000868,,Sync conflict on offline mode
BUG000747,2024-02-11 08:50:25,Field Mobile,Work Orders,Low,Open,AST001047,,Barcode scan fails intermittently
BUG000748,2025-10-18 19:58:51,Field Mobile,Mobile Sync,Low,Resolved,,,Sync conflict on offline mode
BUG000749,2024-09-03 07:43:20,Field Mobile,Work Orders,High,Resolved,AST000594,,Duplicate records in export
BUG000750,2024-06-06 23:10:21,Data Quality,Reporting,Medium,Resolved,AST001154,,WO status not updating
BUG000751,2025-07-13 22:47:49,Field Mobile,Assets,Low,Resolved,AST001146,LOC0022,Date parsing issue during import
BUG000752,2024-11-20 07:49:53,Field Mobile,Work Orders,Low,Open,AST000209,,Date parsing issue during import
